-0.569646,0.062032,0.956458,0.509377,1.185190,0.186173,0.560714,-2.588022,-0.158159,-0.144119
-0.654100,0.081236,1.106701,0.522153,1.057620,0.302888,0.497147,-2.558853,-0.178411,-0.176380
-0.563962,0.123668,1.086340,0.490834,0.984079,0.342912,0.478659,-2.622859,-0.161015,-0.158655
-0.602608,0.070779,1.068410,0.527563,1.008740,0.361370,0.492871,-2.601529,-0.163799,-0.161798
-0.537637,0.079005,1.082816,0.515175,0.967514,0.316980,0.520420,-2.628610,-0.158662,-0.157001
-0.544840,0.080874,0.996333,0.499613,0.958650,0.331287,0.658207,-2.632874,-0.174610,-0.172640
-0.558698,0.112374,1.015631,0.517135,0.904281,0.424518,0.545860,-2.651903,-0.155376,-0.153824
-0.543436,0.149142,1.102569,0.549824,0.884135,0.330524,0.423224,-2.658222,-0.119529,-0.118230
-0.542697,0.102075,1.041830,0.463436,1.006544,0.350207,0.516884,-2.635547,-0.152409,-0.150323
-0.540612,0.127360,0.977600,0.560941,0.890434,0.345727,0.594591,-2.667111,-0.145255,-0.143675
-0.539790,0.053557,1.046004,0.579990,0.903768,0.283941,0.596456,-2.642432,-0.141452,-0.140043
-0.511338,0.089635,1.098317,0.572623,0.913293,0.332908,0.433170,-2.650482,-0.139707,-0.138420
-0.505088,0.078819,1.114065,0.514292,0.948214,0.350274,0.413974,-2.646494,-0.134817,-0.133240
-0.593361,0.043808,1.026564,0.554655,0.916392,0.294792,0.694964,-2.611848,-0.163630,-0.162335
-0.550302,0.055496,1.006236,0.500971,0.962103,0.308181,0.626242,-2.642402,-0.134145,-0.132380
-0.530178,0.112482,1.009149,0.535115,0.962262,0.320300,0.577328,-2.642038,-0.173203,-0.171216
-0.505475,0.069063,0.986590,0.522126,0.956835,0.259844,0.652313,-2.654040,-0.144588,-0.142669
-0.513045,0.102768,1.003555,0.529356,0.955313,0.324613,0.575370,-2.652726,-0.163560,-0.161645
-0.537714,0.057049,1.012304,0.573628,0.922792,0.290203,0.609250,-2.647179,-0.140995,-0.139341
-0.546485,0.058307,0.940023,0.518215,0.934488,0.275324,0.752365,-2.643673,-0.145136,-0.143427
-0.483133,0.137576,1.031464,0.568951,0.899578,0.371903,0.433491,-2.680593,-0.140554,-0.138683
-0.537032,0.143095,1.115404,0.596659,0.890529,0.237031,0.436250,-2.650405,-0.116697,-0.114836
-0.476869,0.143330,1.075615,0.505110,0.935803,0.325202,0.439127,-2.669664,-0.139608,-0.138047
-0.508849,0.127820,1.043858,0.534018,0.971829,0.362599,0.439642,-2.651347,-0.160895,-0.158674
-0.567953,0.200502,1.134158,0.551937,0.860773,0.271133,0.430282,-2.649517,-0.116442,-0.114874
-0.593441,0.064062,1.111991,0.539733,1.008378,0.334030,0.460888,-2.592194,-0.167650,-0.165798
-0.534778,0.145190,1.070959,0.511800,0.929804,0.381920,0.445613,-2.651483,-0.150333,-0.148690
-0.582624,0.085253,1.127368,0.523399,0.971108,0.363113,0.452354,-2.602274,-0.169583,-0.168113
-0.569930,0.068752,1.007884,0.566445,0.941725,0.301557,0.615882,-2.632836,-0.150625,-0.148853
-0.503822,0.089508,1.063255,0.581737,0.890311,0.319852,0.509059,-2.659503,-0.145803,-0.144595
-0.576438,0.112555,1.121309,0.562405,0.974412,0.325635,0.395852,-2.612108,-0.152686,-0.150936
-0.519284,0.084013,0.980594,0.527147,0.894307,0.280057,0.730463,-2.649192,-0.164660,-0.163444
-0.575584,0.121163,1.074383,0.474566,1.027452,0.379556,0.444353,-2.611807,-0.168121,-0.165960
-0.606585,0.076977,1.027339,0.521627,0.957698,0.317298,0.655952,-2.605992,-0.172955,-0.171359
-0.531181,0.065790,0.993142,0.541872,0.945721,0.277959,0.648191,-2.645357,-0.148925,-0.147213
-0.605293,0.095650,1.098315,0.515879,1.027232,0.332493,0.478430,-2.587323,-0.178681,-0.176702
-0.553330,0.056899,1.058625,0.548251,0.996970,0.299459,0.530013,-2.618002,-0.160548,-0.158338
-0.569480,0.059053,1.093329,0.526668,0.995333,0.286526,0.512792,-2.611690,-0.147241,-0.145291
