-0.284320,-0.393883,0.139207,-0.168398,1.421286,-0.378697,2.242012,-1.315267,-0.634449,-0.627491
-0.114274,-0.038740,0.588083,0.402350,1.262359,-0.091607,1.284647,-2.417005,-0.440634,-0.435179
-0.141348,0.021220,0.835313,0.503882,1.132449,0.050521,0.920213,-2.571890,-0.376078,-0.374283
-0.101786,0.036331,0.731400,0.490667,1.047565,0.074827,1.067102,-2.584785,-0.381564,-0.379758
-0.046878,0.042748,0.758254,0.469500,1.058552,0.067957,0.974780,-2.622731,-0.352044,-0.350138
-0.014259,-0.045131,0.776323,0.489448,1.035140,0.142882,0.943368,-2.632914,-0.348232,-0.346624
-0.052037,0.067138,0.761452,0.521294,1.023341,0.094089,0.904945,-2.654125,-0.334023,-0.332073
-0.068643,0.021996,0.738813,0.496161,1.006668,0.111143,1.029675,-2.619165,-0.359106,-0.357542
0.000243,-0.008697,0.714765,0.474644,1.023202,0.149102,0.962922,-2.654946,-0.331604,-0.329630
-0.044098,-0.062261,0.672176,0.452910,1.137437,0.017330,1.197685,-2.494963,-0.439105,-0.437112
0.004003,-0.075206,0.820941,0.536702,1.119592,0.030979,0.920474,-2.573591,-0.392792,-0.391101
-0.030797,-0.024832,0.822738,0.523263,1.092644,0.082004,0.876148,-2.610022,-0.366488,-0.364656
-0.029794,0.023495,0.672778,0.457310,1.026977,0.064357,1.142474,-2.583191,-0.387903,-0.386502
0.026809,-0.101155,0.668943,0.389328,1.133951,0.045053,1.215170,-2.497559,-0.441069,-0.439470
0.011852,-0.096158,0.692437,0.416889,1.087427,0.079026,1.188626,-2.523700,-0.428827,-0.427573
0.044324,-0.008506,0.805095,0.456476,1.172672,0.090053,0.800839,-2.615078,-0.374384,-0.371490
0.048189,-0.034615,0.753059,0.477713,1.028766,0.166094,0.920123,-2.648807,-0.356182,-0.354341
0.021325,0.004747,0.698253,0.518905,0.928720,0.129124,1.048259,-2.649484,-0.350599,-0.349250
-0.042692,0.027262,0.723318,0.525377,0.960447,0.130434,1.009230,-2.646575,-0.344136,-0.342664
0.014162,0.059449,0.784574,0.537664,0.897245,0.175788,0.851846,-2.709883,-0.306045,-0.304803
0.032235,0.103675,0.738241,0.465649,0.959531,0.167743,0.834567,-2.722774,-0.290421,-0.288446
-0.003020,-0.012737,0.717214,0.469926,1.002123,0.138908,1.063192,-2.611234,-0.382923,-0.381449
0.094999,-0.028183,0.710154,0.492020,1.010506,0.088017,0.987073,-2.643431,-0.356489,-0.354666
0.018843,-0.082551,0.818952,0.479743,1.138479,0.039405,0.948436,-2.564654,-0.399109,-0.397544
-0.010006,-0.035956,0.755841,0.452046,1.093708,0.090525,1.028898,-2.577130,-0.399758,-0.398166
0.024354,0.048314,0.749754,0.442991,1.052168,0.100916,0.966037,-2.627039,-0.379535,-0.377959
0.032484,-0.074561,0.666129,0.455136,1.053095,0.056062,1.174703,-2.554054,-0.405379,-0.403614
-0.036589,0.007644,0.838618,0.600310,1.059225,0.028564,0.825661,-2.624105,-0.350550,-0.348778
-0.048402,0.067241,0.760417,0.499361,1.017324,0.089180,0.953147,-2.640166,-0.349825,-0.348277
-0.059767,0.055393,0.729378,0.529318,1.001432,0.070599,1.019367,-2.621439,-0.362909,-0.361371
-0.050052,0.049498,0.723290,0.474604,1.004661,0.112598,1.061334,-2.608376,-0.384531,-0.383026
0.087486,-0.060415,0.667191,0.486974,0.911925,0.141654,1.122307,-2.633065,-0.362610,-0.361449
-0.017963,0.005300,0.717398,0.506429,0.925697,0.156664,0.997102,-2.676631,-0.307682,-0.306315
-0.003888,0.050267,0.675775,0.521399,0.962281,0.091351,1.033852,-2.652454,-0.340133,-0.338451
