755.449080,825.674912,888.446024,954.489879,1034.399293,1133.532648,1250.884611,1391.519243,1566.590710,1795.275887,2085.358560,2384.925890,2629.391357,2760.421337,2767.657183,2702.235328,2620.282753,2558.959198,2410.228912,2057.082546,1606.400358,1168.472592,737.928442,368.226027,204.600289,319.299466,693.391298,1084.648963,1244.271257,1293.786000,1360.951732,1381.506875,1309.014247,1157.133207,988.112749,886.377165,846.397372,828.488983,819.023445,813.080585,810.474474,809.322212,805.111541,799.378002,797.535401,798.217631,797.712585,795.288109,791.280030,786.740533,782.935469,781.170096,781.072461,781.008703,779.585330,775.915270,770.649353,765.348024,762.712516,764.336352,770.106298,778.877975,788.849404,798.581253,806.563606,810.328163,808.443043,802.304214,792.802462,779.834853,765.669019,754.328130,748.931365,755.004275,789.495115,891.618556,1141.465585,1528.521108,1916.390083,2151.945111,2096.456283,1764.979794,1274.702829,875.037008,717.341975,661.492653,574.346941,392.480470,194.206655,136.803551,180.492215,223.538542,274.069981,352.996711,448.275338,546.500348,638.303015,714.584402,766.245569,784.187578
3.289443,-8.150015,-13.189386,-10.846418,-0.159833,19.016362,45.127157,66.941833,67.180545,38.311938,-22.909173,-120.385534,-259.265097,-446.508872,-666.486118,-873.634850,-1017.987463,-1039.029547,-811.997034,-254.566620,430.851583,969.711654,1091.914671,779.723348,335.497509,-37.523267,-243.580546,-294.953679,-247.697534,-143.778934,-17.438176,106.348376,203.732084,251.584549,239.995924,173.012546,82.820778,6.914626,-45.904011,-74.336863,-77.929759,-61.709128,-37.262050,-10.136800,18.568083,43.752693,60.305295,70.459917,77.678192,84.015027,89.712821,93.016221,93.777016,93.100367,91.441694,89.020072,86.332085,83.390634,79.011196,73.350215,68.646622,69.114197,79.237615,95.049553,109.977796,122.236072,132.331361,143.203180,157.834427,178.968899,211.321444,259.996229,321.658694,390.042660,462.353045,539.970082,631.160804,726.085318,791.540514,814.438435,797.253562,734.029519,625.536930,515.321811,457.246308,502.764087,642.790432,791.674664,887.330018,896.230143,832.591351,731.412822,626.291839,537.271961,455.108045,372.347826,289.042179,205.743430,123.003904,41.375925
838.572511,854.852232,899.982858,957.478692,1011.145296,1056.110946,1101.005134,1137.374261,1142.096224,1086.065528,942.335341,702.715035,373.808636,-14.789087,-413.953205,-756.047355,-1015.283419,-1180.524510,-1103.546183,-651.856370,-2.827545,605.988192,980.248910,1103.203323,1172.053805,1250.425710,1292.054333,1280.664972,1215.436993,1098.495874,953.855558,851.594293,820.642215,828.464596,842.881705,839.566578,826.813685,822.132480,821.643150,817.576791,805.621775,788.192303,775.126450,765.825770,752.186154,732.892973,710.648163,691.659963,680.331799,675.064792,672.635290,669.053810,664.651446,662.832892,664.821661,670.588690,679.149700,687.914641,691.353299,688.031317,682.579467,683.121730,698.459780,724.818587,754.111429,783.636364,812.147631,838.675419,864.037579,891.341087,923.956870,965.393962,1019.550166,1088.250696,1164.310870,1232.504248,1265.325793,1258.900236,1242.997909,1259.718915,1348.024266,1466.263290,1551.497838,1600.313585,1616.497147,1586.568632,1494.102197,1325.521894,1121.733474,957.519331,848.845434,785.352188,758.622735,758.383616,769.260950,783.031705,801.694129,827.929576,864.419399,913.844949
669071565469.441895,1298896491749.872803,2237745136577.439453,3801782240191.783203,6870723580914.981445,13436953211981.994141,27574363003609.464844,59807264804634.312500,140999131489833.406250,376464197831476.187500,1103324105338904.375000,2882440461056900.500000,5783967779921382.000000,8179913363727294.000000,8333889604147421.000000,7027888510298089.000000,5642607237361332.000000,4765693966806049.000000,3108137616767410.000000,1000490360975290.875000,169004571278789.687500,16774739602809.574219,561200690512.792236,2545657053.184012,15334252.519050,787822049.864416,351484475098.195435,9730773600429.912109,26530105556232.292969,35243600523210.718750,50905908018539.289062,56755404231246.898438,38373246475956.070312,15621350321226.958984,4906723436443.394531,2199432187890.340820,1561755647370.644531,1332196460472.120117,1223009537019.534424,1158452927829.126953,1131077819904.302002,1119152120905.744385,1076483986236.961670,1020630292810.804077,1003216255203.875122,1009633942840.411987,1004879638599.239258,982322711186.395264,945983453826.413818,906222985234.828247,874006994599.067505,859396803583.093018,858594924264.298950,858071621604.380249,846460061669.203491,817139713936.107544,776592161190.360352,737525774210.722900,718739400897.089722,730265243406.533203,772510486720.863892,840739884582.420410,924512245583.722534,1013068863533.269531,1091037937379.634399,1129557520334.743408,1110125506933.338379,1048817565408.592529,959648489233.911743,848485824349.500732,739842371283.879272,661674854227.307007,627036127836.304199,666128037368.609131,930175055858.264160,2297607452701.167480,14139936700511.728516,118037120537695.203125,601846588988796.875000,1381899605543649.000000,1146089694048451.500000,333076126033405.812500,31632627092743.160156,1999252863578.648438,453812182231.779419,246325388314.615997,84060875599.178177,4261445644.843426,9281109.775772,206712.587454,4488596.376232,35105080.518134,215509441.943747,1804259324.898372,12269636317.830000,57389365245.111267,187981531377.970154,440863811440.121399,744018938820.307739,884497974019.106201
-32.109730,706.230500,1900.605264,1238.362217,32.690880,26.595610,-13.760999,32.078391,32.247060,-9.483425,7937.898052,6115310.889226,425557828.027237,11842994665.908457,154589256928.454895,914367119177.107422,2525926410982.128418,2895412727672.365723,563917210998.008179,382022335.218644,-1748631245.830900,-868356622984.078857,-2084172456121.139404,-170963456392.779572,-226142271.910707,38917.850352,294817684.169567,918223705.220616,325253217.848178,15429001.902984,3751.957646,-788.867943,-2586631.437115,-18654552.924504,-12152589.670885,-491055.615503,15.124262,-39.203601,81760.354456,604897.419097,748516.004078,268891.728852,37966.979539,1076.988092,25.355640,-14.394810,21.337180,32.974050,25.784003,11.786584,-15.525512,-50.353522,-61.996079,-51.560006,-31.016178,-10.606966,3.605102,13.589459,23.459074,31.348761,32.933884,33.028221,23.037165,-85.616659,-1399.635355,-7146.620156,-21231.790131,-57581.818467,-179876.638142,-701050.031478,-3686273.517874,-25057317.035117,-158690283.684030,-783457159.350242,-3067322697.571421,-10361905751.218466,-34484692214.428871,-99963280632.958572,-191394426161.198181,-236989606424.026031,-201999367324.746002,-108519778686.134399,-32203213646.049427,-7200138458.438618,-2808724089.401470,-5936104653.662121,-39645111875.655357,-191637860285.307617,-449322244987.035950,-483952770728.372620,-279469233386.114197,-105634684463.198547,-32501735693.112656,-9966218336.295473,-2706127110.177462,-536194265.781591,-63585135.116677,-2846427.830697,-7816.619266,-13.708680
-953653407869.272095,-1101513488976.937500,-1618320847441.790039,-2566865200673.022461,-3847452755510.506348,-5308773948199.444336,-7218571865350.375000,-9171157072843.562500,-9455097226479.992188,-6526618402356.116211,-2279852998778.050781,-250900297338.490387,-1709934569.850314,12049.109293,25620952515.909565,1204807449256.296875,8427486129941.511719,23053726828477.898438,14687054417333.023438,458950950022.692871,1088.500101,-80631683654.650940,-3056518846165.601562,-7325505686202.029297,-11438196069367.546875,-18390950028691.191406,-23372993837399.613281,-21907010349901.363281,-14936625245960.433594,-7098143189056.764648,-2495522938639.124023,-1070447167664.977173,-810804490845.823975,-870689371350.828369,-991029294283.531372,-962166492744.533447,-857744810093.551025,-821932894558.937256,-818264535769.668213,-788319052330.658447,-705654319136.663086,-598487870919.189453,-527594081036.609314,-481628431953.745544,-420440948787.446106,-345325755064.882568,-273268255406.537598,-222356167229.027710,-196039238246.060272,-184742682797.762054,-179722903485.660645,-172536199179.006775,-164040791112.052582,-160637536629.251038,-164362468744.305420,-175585392125.423370,-193453720001.839020,-213339484597.914734,-221605820115.654419,-213615573753.316956,-201037138054.127869,-202259122053.360260,-239562562437.584381,-317488960756.031250,-428651120622.228821,-572894543685.162720,-749804814070.666870,-954531696094.643921,-1193295228545.661133,-1505832022234.626709,-1968849695854.508057,-2728826474437.583008,-4090743860939.589844,-6624129544380.837891,-10894307308985.048828,-16544788972592.609375,-20057626283559.726562,-19323668062744.566406,-17605433409887.125000,-19415882462585.339844,-31863530155731.937500,-58801994357742.398438,-88657561267357.937500,-110999719798166.312500,-119398993095484.078125,-104268893554968.375000,-67420808964559.226562,-28177440328537.359375,-8282195056973.277344,-2567675218995.941406,-1044822173436.999756,-582420960161.205322,-448429081740.269470,-447361490018.802307,-498188853152.067444,-569569393127.714600,-680171110309.276123,-866476152367.288818,-1197248102437.453125,-1813798961217.054199
6630077732.575947,11705423892.198839,18656181739.205906,29381445751.308296,48789931748.454926,86691192727.302109,160525580528.817139,311692935041.036865,650060781120.229858,1508371053452.731445,3791029315121.555664,8634198132656.681641,15684506995011.773438,21109955745281.898438,21450093864161.230469,18534569562727.195312,15355367435188.816406,13285787084923.117188,9210515017756.859375,3486089084670.882812,759260602153.984131,104846387343.247437,5702885990.065593,56135187.837422,713670.664042,20582250.246992,3819259212.493970,65744818478.866875,155301140356.077209,198099665258.140015,271484430619.862976,298010531795.761475,213083723709.158142,98636912232.426666,36561958923.654396,18382124217.303024,13707962912.547077,11962107983.844690,11116900619.942924,10612129760.537163,10396877520.169588,10302872769.975004,9965352915.517881,9520615996.391188,9381251470.952265,9432652167.690487,9394578384.249287,9213582641.265965,8920738866.621510,8598473347.037554,8335873573.595019,8216328536.584583,8209758941.169978,8205471180.979173,8110233384.041390,7868909137.141112,7533120633.377834,7207217806.390491,7049622919.437664,7146379640.499965,7499181840.865099,8063248007.710973,8746956956.236378,9460144003.936092,10080691106.777267,10384901618.062185,10231624921.040859,9745481619.105852,9031045558.973703,8126862039.678964,7226611206.225812,6567223304.564019,6271516426.941239,6605076723.286843,8792845668.080767,19083047961.230682,90563901505.299225,558199419368.078369,2255030223958.521973,4597900707634.701172,3916631488900.615723,1358087511623.953613,180571672284.404083,16938771868.372730,4753998449.798292,2816407064.219373,1121225117.915424,87243056.889462,465655.945774,18829.021459,251315.435219,1444819.079738,6796967.258168,41813369.974774,215728924.989501,808541590.614617,2234184362.198338,4637536898.036456,7261553433.233273,8421537539.097329
-8.604059,-159.405205,-329.682125,-239.221802,-31.268741,2.580454,0.725770,0.740085,0.673075,-1.960701,-1007.854574,-259343.861359,-9698980.270830,-167217889.378102,-1510446631.251678,-6927644891.804892,-16549061056.742271,-18603099253.909763,-4578337439.671522,-8843707.875186,-32489622.525070,-6627628515.252168,-14035122651.615662,-1646437501.317661,-5642489.700305,-3677.400745,-7085733.165664,-18727788.696442,-7706837.581421,-570411.187677,-556.827089,-130.257436,-123958.651740,-668685.385576,-463788.778353,-30149.947600,-2.609199,3.027886,-6803.893246,-36466.921194,-43655.997994,-18420.454734,-3603.117234,-215.891705,2.951703,0.191638,2.387147,-0.215356,-1.643069,-2.999033,-7.569844,-14.223297,-16.432943,-14.453151,-10.521237,-6.652777,-4.173804,-2.781299,-1.845803,-0.886560,0.265510,0.138307,-1.881078,-20.850603,-211.676869,-839.910151,-2106.842427,-4897.721347,-12854.337786,-40804.001245,-167644.067489,-860341.520381,-4167581.768695,-16339855.304282,-52568105.485389,-149109622.900409,-417668372.345220,-1039550141.932435,-1813653930.795118,-2178078744.064782,-1899429628.585956,-1115339876.413710,-393879982.225348,-109166835.324606,-48749282.766475,-92530459.775415,-470671381.344280,-1815630385.745451,-3768333290.802045,-4015885420.031731,-2508601532.276973,-1089883951.273242,-397005975.621109,-144218869.383349,-47220412.233919,-11811089.620496,-1906573.552306,-134490.666444,-905.938666,-0.772306
-8531318631.192224,-9652849066.190554,-13422085938.474430,-19929366633.102962,-28191530804.821075,-37148394266.109322,-48340359082.495277,-59349033234.406021,-60920279068.702652,-44341017712.863716,-18003831301.878757,-2717473462.106197,-37939829.096070,-1814.522085,-384964468.767265,-10423615070.937927,-55200423775.704445,-130765328494.115555,-88855132137.581436,-4559059548.197337,-320.542923,-1027626885.447139,-23145677612.557453,-48953400271.713631,-71718074761.953491,-107741950262.629379,-132315280476.083298,-125170133040.871826,-90147098569.305908,-47648395971.842339,-19453752203.318619,-9419095969.931843,-7423858496.739500,-7891268090.278927,-8817029905.985586,-8596533651.693960,-7790634520.048781,-7511080666.123381,-7482347590.679154,-7247096234.314236,-6590848004.408561,-5723299539.002864,-5137253989.811258,-4751294043.808607,-4229166782.038287,-3572898342.643365,-2923748829.675845,-2450350784.377582,-2199686587.399512,-2090637276.937839,-2041875885.125198,-1971723595.441965,-1888253607.414999,-1854643329.209910,-1891425277.371083,-2001538096.544303,-2174808994.280523,-2364973326.219920,-2443265044.318181,-2367595132.017205,-2247643460.066832,-2259342784.545612,-2611922187.298160,-3324669183.980962,-4299826795.144884,-5512942073.486142,-6942635786.237104,-8538050653.784771,-10338057303.819944,-12618544078.192513,-15877569851.592316,-21002194332.507465,-29712455451.537071,-44908146165.416893,-68785390328.366623,-98403557030.122940,-116057583277.357529,-112408285100.497803,-103785789716.439651,-112867856107.262192,-172563681575.081329,-291748328067.518738,-414803790093.882812,-502918727708.086670,-535363532983.180237,-476665464450.815613,-328034294815.349121,-155306676303.626190,-54383492837.798119,-19934755801.470207,-9225554690.501207,-5591395886.656260,-4469257660.406989,-4460139683.809926,-4890929739.830154,-5485514324.550581,-6386373877.361699,-7858537341.479377,-10367394693.857731,-14799869261.011391
1128.679755,1188.519172,1264.705279,1352.011102,1446.511919,1549.396081,1667.021618,1798.451340,1939.872022,2098.576099,2288.501922,2489.211241,2668.454645,2796.339545,2876.714669,2938.863933,2988.809228,3003.579980,2772.427956,2172.857449,1663.178641,1634.897728,1642.468861,1400.220153,1236.175545,1291.094342,1486.447905,1703.984688,1756.943970,1703.304958,1662.027116,1626.371441,1558.357695,1445.200896,1320.762817,1233.073339,1186.114945,1167.194766,1161.035765,1155.447020,1145.411876,1131.396291,1118.219149,1107.066870,1096.444937,1084.526530,1070.048087,1056.333887,1046.426942,1040.063298,1036.086180,1032.720551,1029.868858,1028.586270,1028.641196,1029.397042,1030.823927,1032.442807,1032.444931,1031.007956,1031.353866,1038.307744,1056.602123,1082.648798,1109.650402,1133.869190,1153.549097,1169.433906,1183.219501,1197.773433,1218.442488,1252.435415,1305.314156,1380.744114,1480.774350,1614.192696,1817.238841,2109.124574,2417.463782,2623.179268,2616.851469,2409.124539,2103.166493,1895.323166,1826.668202,1790.961831,1724.933425,1593.046762,1443.383793,1318.630710,1202.632267,1096.226371,1021.207264,994.189895,999.918257,1024.911793,1064.748608,1112.847074,1161.672557,1204.896144
